1Rahhalatun,5,0.0,49207
1Rahhalatun,7,0.0,49242
1Rahhalatun,16,0.0,49204
1Rahhalatun,22,0.0,49221
1Rahhalatun,28,0.0,49208
1Rahhalatun,29,0.0,49213
1Rahhalatun,33,0.0,49216
1Rahhalatun,35,0.0,49243
1Rahhalatun,54,0.0,49222
1Rahhalatun,58,0.0,49245
1Rahhalatun,60,0.0,49217
1Rahhalatun,69,0.0,49244
1Rahhalatun,84,0.0,49206
1Rahhalatun,91,0.0,49219
1Rahhalatun,110,0.0,49193
1Rahhalatun,114,0.0,49195
1Rahhalatun,116,0.0,49191
1Rahhalatun,126,0.0,49236
1Rahhalatun,132,0.0,49198
1Rahhalatun,139,0.0,49197
1Rahhalatun,151,0.0,49247
1Rahhalatun,167,0.0,49199
1Rahhalatun,168,0.0,49205
1Rahhalatun,182,0.0,49200
1Rahhalatun,211,0.0,49202
1Rahhalatun,217,0.0,49241
1Rahhalatun,220,0.0,49214
1Rahhalatun,229,0.0,49194
1Rahhalatun,230,0.0,49196
1Rahhalatun,237,0.0,49201
1Rahhalatun,239,0.0,49223
1Rahhalatun,257,0.0,49249
1Rahhalatun,268,0.0,49189
1Rahhalatun,282,0.0,49187
1Rahhalatun,295,0.0,49188
1Rahhalatun,303,0.0,49233
1Rahhalatun,310,0.0,49240
1Rahhalatun,335,0.0,49220
1Rahhalatun,338,0.0,49235
1Rahhalatun,381,0.5,49250
1Rahhalatun,5,0.0,70002
1Rahhalatun,7,0.0,70044
1Rahhalatun,16,0.0,69999
1Rahhalatun,22,0.0,70016
1Rahhalatun,28,0.0,70003
1Rahhalatun,29,0.0,70008
1Rahhalatun,33,0.0,70011
1Rahhalatun,35,0.0,70045
1Rahhalatun,54,0.0,70017
1Rahhalatun,58,0.0,70047
1Rahhalatun,60,0.0,70012
1Rahhalatun,69,0.0,70046
1Rahhalatun,84,0.0,70001
1Rahhalatun,91,0.0,70014
1Rahhalatun,110,1.0,70053
1Rahhalatun,114,0.0,69988
1Rahhalatun,116,0.0,69985
1Rahhalatun,126,0.0,70033
1Rahhalatun,132,0.0,69993
1Rahhalatun,139,0.0,69992
1Rahhalatun,151,0.0,70049
1Rahhalatun,167,0.0,69994
1Rahhalatun,168,0.0,70000
1Rahhalatun,182,0.0,69995
1Rahhalatun,211,0.0,69997
1Rahhalatun,217,0.0,70041
1Rahhalatun,220,0.0,70009
1Rahhalatun,229,0.0,69987
1Rahhalatun,230,0.0,69990
1Rahhalatun,237,0.0,69996
1Rahhalatun,239,0.0,70018
1Rahhalatun,257,0.0,70052
1Rahhalatun,268,0.0,69983
1Rahhalatun,282,0.0,69981
1Rahhalatun,295,0.0,69982
1Rahhalatun,303,0.0,70030
