algorithm,n,score,fold
logit,3,0.5217954398282267,6
logit,4,0.49336190986485684,6
logit,5,0.5007597533946944,6
logit,6,0.5048840388056053,6
logit,7,0.5118330464716007,6
logit,8,0.5513957793409848,6
logit,9,0.5882888923272647,6
logit,10,0.5978007079912631,6
logit,11,0.6123754276364718,6
logit,12,0.6181960784313726,6
logit,13,0.6385572139303483,6
logit,14,0.6334384347966691,6
logit,15,0.6425515705578997,6
logit,16,0.6425515705578997,6
logit,17,0.6425515705578997,6
logit,18,0.6439064200217628,6
logit,19,0.6452871410736579,6
logit,0,0.5157266198660534,7
logit,1,0.5157266198660534,7
logit,2,0.5072673354323789,7
logit,3,0.5240289033494351,7
logit,4,0.5407332251082251,7
logit,5,0.5900504818724185,7
logit,6,0.6010485041485236,7
logit,7,0.5912823397075366,7
logit,8,0.5909738266291102,7
logit,9,0.6002144735021447,7
logit,10,0.5911109249329759,7
logit,11,0.6025777103866565,7
logit,12,0.6569174181300427,7
logit,13,0.6583769633507853,7
logit,14,0.6583769633507853,7
logit,15,0.6583769633507853,7
logit,16,0.708171834625323,7
logit,17,0.7254079254079254,7
logit,18,0.7254079254079254,7
logit,19,0.7254079254079254,7
logit,0,0.574730851594356,8
logit,1,0.574730851594356,8
logit,2,0.5777618762816131,8
logit,3,0.578607391833573,8
logit,4,0.5856976937116309,8
logit,5,0.6152736110583679,8
logit,6,0.6700396825396825,8
logit,7,0.6803789578658689,8
logit,8,0.6869091386554622,8
logit,9,0.6807837097878167,8
logit,10,0.6807837097878167,8
logit,11,0.6765143253692871,8
logit,12,0.7594332587621178,8
logit,13,0.7696220930232559,8
logit,14,0.789449852841295,8
logit,15,0.8228803716608595,8
logit,16,0.8228803716608595,8
logit,17,0.8228803716608595,8
logit,18,0.8228803716608595,8
logit,19,0.8228803716608595,8
logit,0,0.5595238095238095,9
logit,1,0.5595238095238095,9
logit,2,0.5595238095238095,9
logit,3,0.5595238095238095,9
logit,4,0.5638289935089159,9
logit,5,0.549186046511628,9
logit,6,0.6289336316181954,9
logit,7,0.6524345930232558,9
logit,8,0.6524345930232558,9
logit,9,0.6787412270772016,9
logit,10,0.6787412270772016,9
logit,11,0.6787412270772016,9
logit,12,0.6823461091753775,9
logit,13,0.6823461091753775,9
logit,14,0.6823461091753775,9
logit,15,0.6823461091753775,9
logit,16,0.7516441005802708,9
logit,17,0.7516441005802708,9
logit,18,0.7516441005802708,9
logit,19,0.7516441005802708,9
rf,0,0.5268624202258222,0
rf,1,0.5268624202258222,0
rf,2,0.5408712297583942,0
rf,3,0.5511080332409971,0
rf,4,0.5957600578173934,0
rf,5,0.62,0
rf,6,0.6524731182795699,0
rf,7,0.5737559241706162,0
rf,8,0.44047619047619047,0
rf,9,0.44047619047619047,0
rf,10,0.43700787401574803,0
rf,11,0.43103448275862066,0
rf,12,0.4534883720930233,0
rf,13,0.4534883720930233,0
rf,14,0.4534883720930233,0
rf,15,0.4534883720930233,0
rf,16,0.4534883720930233,0
rf,17,0.4534883720930233,0
rf,18,0.4534883720930233,0
rf,19,0.4534883720930233,0
rf,0,0.5186833565136764,1
rf,1,0.5186833565136764,1
rf,2,0.5492212629084137,1
rf,3,0.5516451233842539,1
rf,4,0.5729832268370607,1
rf,5,0.6433707865168539,1
rf,6,0.6393767705382436,1
rf,7,0.5627022653721683,1
rf,8,0.6945701357466063,1
rf,0,0.5938161795849217,2
rf,1,0.5938161795849217,2
rf,2,0.5990144927536233,2
rf,3,0.5391221374045801,2
rf,4,0.587719298245614,2
rf,0,0.5538176548798159,3
rf,1,0.5538176548798159,3
rf,2,0.5710735357131085,3
rf,3,0.5639210169844743,3
rf,4,0.564127635218926,3
rf,5,0.6127083566394451,3
rf,6,0.6464145863925599,3
rf,7,0.6827008928571429,3
rf,0,0.5338376133570641,4
rf,1,0.5338376133570641,4
rf,2,0.49381952391261763,4
rf,3,0.4951417998140905,4
rf,4,0.47883343355381836,4
rf,5,0.5075162175648702,4
rf,6,0.4572128413591829,4
rf,7,0.39900110987791343,4
rf,8,0.4031645569620253,4
rf,9,0.4061224489795918,4
rf,10,0.4061224489795918,4
rf,11,0.4045521292217327,4
rf,12,0.39903846153846156,4
rf,13,0.39766081871345027,4
rf,14,0.4027431421446384,4
rf,0,0.5714841838720852,5
rf,1,0.5714841838720852,5
rf,2,0.5625912178597813,5
rf,3,0.5583829701676343,5
rf,4,0.5713464106780302,5
rf,5,0.5368506330565951,5
rf,6,0.5320407014000815,5
rf,7,0.5207992604707389,5
rf,8,0.5085204579746162,5
rf,9,0.4586290322580645,5
rf,10,0.45136731835069127,5
rf,11,0.4380468294308808,5
rf,12,0.425358606557377,5
rf,13,0.41639463184620973,5
rf,14,0.41208022388059695,5
rf,15,0.3103864734299517,5
rf,16,0.3251582278481012,5
rf,17,0.2820116054158608,5
rf,18,0.3288043478260869,5
rf,19,0.3314676616915423,5
rf,0,0.5457558369608231,6
rf,1,0.5457558369608231,6
rf,2,0.5371073435906895,6
rf,3,0.5375685900276065,6
rf,4,0.5527219996768131,6
rf,5,0.5672260774464544,6
rf,6,0.5693155678042384,6
rf,7,0.5700898833428953,6
rf,8,0.5916993706034801,6
rf,9,0.6155122320215929,6
rf,10,0.6193228892068992,6
rf,11,0.6236692802957863,6
rf,12,0.623529411764706,6
rf,13,0.6285572139303482,6
rf,14,0.6338965693804403,6
rf,15,0.6397093295827473,6
rf,16,0.6397093295827473,6
rf,17,0.6397093295827473,6
rf,18,0.638888888888889,6
rf,19,0.6380149812734084,6
rf,0,0.5872723849484924,7
rf,1,0.5872723849484924,7
rf,2,0.5906311781503991,7
rf,3,0.6057846620623577,7
rf,4,0.5807359307359308,7
rf,5,0.5995135383203304,7
rf,6,0.5951560841402916,7
rf,7,0.6149746906636671,7
rf,8,0.6395543880748171,7
rf,9,0.63930399889304,7
rf,10,0.6192401139410187,7
rf,11,0.6212282031842306,7
rf,12,0.6554935927859515,7
rf,13,0.6515831463475443,7
rf,14,0.6515831463475443,7
rf,15,0.6515831463475443,7
rf,16,0.6933543281653747,7
rf,17,0.6995804195804196,7
rf,18,0.6995804195804196,7
rf,19,0.6995804195804196,7
rf,0,0.45831010981059384,8
rf,1,0.45831010981059384,8
rf,2,0.4620856117566644,8
rf,3,0.45938917782449923,8
rf,4,0.4418805849866078,8
rf,5,0.4698287320092659,8
rf,6,0.4453869047619048,8
rf,7,0.45873846920967337,8
rf,8,0.45959164915966383,8
rf,9,0.432580424366872,8
rf,10,0.432580424366872,8
rf,11,0.4472092792703479,8
rf,12,0.4745712155108128,8
rf,13,0.4916424418604652,8
rf,14,0.511093502377179,8
rf,15,0.44773519163763065,8
rf,16,0.44773519163763065,8
rf,17,0.44773519163763065,8
rf,18,0.44773519163763065,8
rf,19,0.44773519163763065,8
rf,0,0.6634255796559461,9
rf,1,0.6634255796559461,9
rf,2,0.6634255796559461,9
rf,3,0.6634255796559461,9
rf,4,0.6497799000223831,9
rf,5,0.7286046511627906,9
rf,6,0.7543624161073825,9
rf,7,0.758720930232558,9
rf,8,0.758720930232558,9
rf,9,0.7527733755942947,9
rf,10,0.7527733755942947,9
rf,11,0.7527733755942947,9
rf,12,0.7155923344947737,9
rf,13,0.7155923344947737,9
rf,14,0.7155923344947737,9
rf,15,0.7155923344947737,9
rf,16,0.7239845261121858,9
rf,17,0.7239845261121858,9
rf,18,0.7239845261121858,9
rf,19,0.7239845261121858,9
svm,0,0.5580510554737358,0
svm,1,0.5580510554737358,0
svm,2,0.5498991153189507,0
svm,3,0.6393351800554017,0
svm,4,0.694049626596001,0
svm,5,0.69,0
svm,6,0.6516129032258065,0
svm,7,0.6167061611374407,0
svm,8,0.6349206349206349,0
svm,9,0.5238095238095238,0
svm,10,0.484251968503937,0
svm,11,0.7471264367816092,0
svm,12,0.4883720930232558,0
svm,13,0.4883720930232558,0
svm,14,0.4883720930232558,0
svm,15,0.4883720930232558,0
svm,16,0.4883720930232558,0
svm,17,0.4883720930232558,0
svm,18,0.4883720930232558,0
svm,19,0.4883720930232558,0
svm,0,0.4164580435790449,1
svm,1,0.4164580435790449,1
svm,2,0.45632300660233616,1
svm,3,0.4830787309048179,1
svm,4,0.49460862619808305,1
svm,5,0.5002247191011235,1
svm,6,0.4934844192634561,1
svm,7,0.44336569579288027,1
svm,8,0.38461538461538464,1
svm,0,0.4720003630422944,2
svm,1,0.4720003630422944,2
svm,2,0.4134782608695652,2
svm,3,0.40903307888040713,2
svm,4,0.6152046783625731,2
svm,0,0.40053381934796356,3
svm,1,0.40053381934796356,3
svm,2,0.38690134809980553,3
svm,3,0.37734187767010524,3
svm,4,0.36466183344462466,3
svm,5,0.36385501733974723,3
svm,6,0.34813999021047476,3
svm,7,0.3564732142857143,3
svm,0,0.6033809362375343,4
svm,1,0.6033809362375343,4
svm,2,0.6046402540232374,4
svm,3,0.6102478208253679,4
svm,4,0.6173782321106435,4
svm,5,0.6498565369261478,4
svm,6,0.7269126537419219,4
svm,7,0.8079911209766926,4
svm,8,0.8225738396624473,4
svm,9,0.8195011337868481,4
svm,10,0.8195011337868481,4
svm,11,0.7985315712187959,4
svm,12,0.7620192307692307,4
svm,13,0.9502923976608186,4
svm,14,0.940149625935162,4
svm,0,0.5227340097643206,5
svm,1,0.5227340097643206,5
svm,2,0.483008702859511,5
svm,3,0.4899595365553294,5
svm,4,0.5065656916556659,5
svm,5,0.5176581924549404,5
svm,6,0.4802221488630406,5
svm,7,0.47891630519803735,5
svm,8,0.44868495014940385,5
svm,9,0.46709677419354845,5
svm,10,0.5002740727206285,5
svm,11,0.5116240313307224,5
svm,12,0.4859631147540983,5
svm,13,0.4665699431749486,5
svm,14,0.4211753731343284,5
svm,15,0.28429951690821254,5
svm,16,0.2979957805907173,5
svm,17,0.3570599613152805,5
svm,18,0.37608695652173907,5
svm,19,0.3756218905472637,5
svm,0,0.4989315393747527,6
svm,1,0.4989315393747527,6
svm,2,0.5123861930452871,6
svm,3,0.4937186871613101,6
svm,4,0.48008572959457047,6
svm,5,0.4751991328165075,6
svm,6,0.48212519586162444,6
svm,7,0.4923144960795563,6
svm,8,0.5199703813402444,6
svm,9,0.5424553440954493,6
svm,10,0.5442871130526474,6
svm,11,0.553133167590999,6
svm,12,0.5459943977591036,6
svm,13,0.5585572139303483,6
svm,14,0.5591936831325626,6
svm,15,0.5831282231598687,6
svm,16,0.5831282231598687,6
svm,17,0.5831282231598687,6
svm,18,0.5855096118969895,6
svm,19,0.5876404494382023,6
svm,0,0.5502192097689557,7
svm,1,0.5502192097689557,7
svm,2,0.5574674769959239,7
svm,3,0.5659068226276498,7
svm,4,0.6272591991341991,7
svm,5,0.6015970628728775,7
svm,6,0.608912285262451,7
svm,7,0.6235658042744657,7
svm,8,0.6060385479634143,7
svm,9,0.6335270513352705,7
svm,10,0.6377345844504021,7
svm,11,0.6572656052565075,7
svm,12,0.6377551020408163,7
svm,13,0.6336948391922214,7
svm,14,0.6336948391922214,7
svm,15,0.6336948391922214,7
svm,16,0.6588339793281653,7
svm,17,0.6479254079254079,7
svm,18,0.6479254079254079,7
svm,19,0.6479254079254079,7
svm,0,0.4902167854733198,8
svm,1,0.4902167854733198,8
svm,2,0.4901208988380041,8
svm,3,0.4636494411862344,8
svm,4,0.45113655218184834,8
svm,5,0.4383473208521627,8
svm,6,0.411656746031746,8
svm,7,0.4141735228122662,8
svm,8,0.40066964285714285,8
svm,9,0.3670431211498973,8
svm,10,0.3670431211498973,8
svm,11,0.3462873004857737,8
svm,12,0.316331096196868,8
svm,13,0.3301235465116279,8
svm,14,0.28888385782205117,8
svm,15,0.2421602787456446,8
svm,16,0.2421602787456446,8
svm,17,0.2421602787456446,8
svm,18,0.2421602787456446,8
svm,19,0.2421602787456446,8
svm,0,0.49488905509847914,9
svm,1,0.49488905509847914,9
svm,2,0.49488905509847914,9
svm,3,0.49488905509847914,9
svm,4,0.4856375438334701,9
svm,5,0.5129069767441861,9
svm,6,0.5060402684563758,9
svm,7,0.5183502906976745,9
svm,8,0.5183502906976745,9
svm,9,0.5413176364047997,9
svm,10,0.5413176364047997,9
svm,11,0.5413176364047997,9
svm,12,0.5679442508710801,9
svm,13,0.5679442508710801,9
svm,14,0.5679442508710801,9
svm,15,0.5679442508710801,9
svm,16,0.5841392649903288,9
svm,17,0.5841392649903288,9
svm,18,0.5841392649903288,9
svm,19,0.5841392649903288,9
xg,0,0.5088211831124202,0
xg,1,0.5088211831124202,0
xg,2,0.5041905944435822,0
xg,3,0.44002770083102494,0
xg,4,0.47831847747530715,0
xg,5,0.5207575757575758,0
xg,6,0.580215053763441,0
xg,7,0.49555687203791465,0
xg,8,0.586734693877551,0
xg,9,0.45238095238095233,0
xg,10,0.44291338582677164,0
xg,11,0.6379310344827587,0
xg,12,0.6395348837209303,0
xg,13,0.6395348837209303,0
xg,14,0.6395348837209303,0
xg,15,0.6395348837209303,0
xg,16,0.6395348837209303,0
xg,17,0.6395348837209303,0
xg,18,0.6395348837209303,0
xg,19,0.6395348837209303,0
xg,0,0.5359758924432081,1
xg,1,0.5359758924432081,1
xg,2,0.5618757406466904,1
xg,3,0.5193301997649825,1
xg,4,0.4704472843450479,1
xg,5,0.47415730337078654,1
xg,6,0.47592067988668557,1
xg,7,0.47572815533980584,1
xg,8,0.4751131221719457,1
xg,0,0.6087462939432444,2
xg,1,0.6087462939432444,2
xg,2,0.5918550724637681,2
xg,3,0.5591603053435114,2
xg,4,0.587719298245614,2
xg,0,0.5012772823017971,3
xg,1,0.5012772823017971,3
xg,2,0.5088038498302515,3
xg,3,0.5438053558403668,3
xg,4,0.5367857483544787,3
xg,5,0.4936793824812619,3
xg,6,0.47154919236417037,3
xg,7,0.4212053571428572,3
xg,0,0.5650090403141508,4
xg,1,0.5650090403141508,4
xg,2,0.5170620315673357,4
xg,3,0.45115491870845537,4
xg,4,0.42639807576668676,4
xg,5,0.38794286427145713,4
xg,6,0.29476756306024593,4
xg,7,0.31520532741398444,4
xg,8,0.25601265822784813,4
xg,9,0.25476190476190474,4
xg,10,0.25476190476190474,4
xg,11,0.2916299559471366,4
xg,12,0.35096153846153844,4
xg,13,0.39766081871345027,4
xg,14,0.7344139650872817,4
xg,0,0.5866092378901353,5
xg,1,0.5866092378901353,5
xg,2,0.6085177210400188,5
xg,3,0.6035085073764105,5
xg,4,0.6239105429336792,5
xg,5,0.6431654263632584,5
xg,6,0.6959143251063169,5
xg,7,0.6767522339946431,5
xg,8,0.6536936777018432,5
xg,9,0.6111290322580645,5
xg,10,0.5594128753273646,5
xg,11,0.5341638196816931,5
xg,12,0.5699282786885245,5
xg,13,0.6036754926852859,5
xg,14,0.6645677860696517,5
xg,15,0.7314009661835749,5
xg,16,0.7339135021097046,5
xg,17,0.6955512572533848,5
xg,18,0.6084239130434783,5
xg,19,0.6001243781094527,5
xg,0,0.524408389394539,6
xg,1,0.524408389394539,6
xg,2,0.502917864297535,6
xg,3,0.5156674959953649,6
xg,4,0.5003614591040917,6
xg,5,0.5162209769364033,6
xg,6,0.5217253603298253,6
xg,7,0.5248434213042648,6
xg,8,0.551040355423917,6
xg,9,0.5776471195007478,6
xg,10,0.5842151841530466,6
xg,11,0.5927307112046067,6
xg,12,0.5927619047619048,6
xg,13,0.6015174129353235,6
xg,14,0.6103026383162207,6
xg,15,0.6203557196436944,6
xg,16,0.6203557196436944,6
xg,17,0.6203557196436944,6
xg,18,0.6200278080038689,6
xg,19,0.6196785268414482,6
xg,0,0.5699131229995429,7
xg,1,0.5699131229995429,7
xg,2,0.5869883576188034,7
xg,3,0.5928140843945867,7
xg,4,0.6047213203463203,7
xg,5,0.6172831574116567,7
xg,6,0.6171768375901735,7
xg,7,0.59929696287964,7
xg,8,0.5850871918220084,7
xg,9,0.581171302061713,7
xg,10,0.5548131702412868,7
xg,11,0.558933535506697,7
xg,12,0.5964641670621738,7
xg,13,0.599195961106956,7
xg,14,0.599195961106956,7
xg,15,0.599195961106956,7
xg,16,0.6442587209302325,7
xg,17,0.6421445221445221,7
xg,18,0.6421445221445221,7
xg,19,0.6421445221445221,7
xg,0,0.5817908025071625,8
xg,1,0.5817908025071625,8
xg,2,0.5926232484620643,8
xg,3,0.6022255726457896,8
xg,4,0.594586266562374,8
xg,5,0.6522424334485246,8
xg,6,0.6762896825396826,8
xg,7,0.6811269010221889,8
xg,8,0.6822150735294117,8
xg,9,0.684633812457221,8
xg,10,0.684633812457221,8
xg,11,0.6700703876276396,8
xg,12,0.7079045488441462,8
xg,13,0.6902252906976745,8
xg,14,0.6731944758886123,8
xg,15,0.6686991869918699,8
xg,16,0.6686991869918699,8
xg,17,0.6686991869918699,8
xg,18,0.6686991869918699,8
xg,19,0.6686991869918699,8
xg,0,0.6002243829468961,9
xg,1,0.6002243829468961,9
xg,2,0.6002243829468961,9
xg,3,0.6002243829468961,9
xg,4,0.5779303141087816,9
xg,5,0.5447093023255813,9
xg,6,0.6045488441461596,9
xg,7,0.6429869186046512,9
xg,8,0.6429869186046512,9
xg,9,0.6609689834729455,9
xg,10,0.6609689834729455,9
xg,11,0.6609689834729455,9
xg,12,0.6277584204413472,9
xg,13,0.6277584204413472,9
xg,14,0.6277584204413472,9
xg,15,0.6277584204413472,9
xg,16,0.6644100580270793,9
xg,17,0.6644100580270793,9
xg,18,0.6644100580270793,9
xg,19,0.6644100580270793,9
lstm,0,0.5684523809523809,0
lstm,1,0.5684523809523809,0
lstm,2,0.5366547674478763,0
lstm,3,0.6423822714681441,0
lstm,4,0.7051312936641774,0
lstm,5,0.6906060606060607,0
lstm,6,0.6486021505376345,0
lstm,7,0.6623222748815166,0
lstm,8,0.5657596371882085,0
lstm,9,0.46130952380952384,0
lstm,10,0.452755905511811,0
lstm,11,0.1954022988505747,0
lstm,12,0.09302325581395354,0
lstm,13,0.09302325581395354,0
lstm,14,0.09302325581395354,0
lstm,15,0.09302325581395354,0
lstm,16,0.09302325581395354,0
lstm,17,0.09302325581395354,0
lstm,18,0.09302325581395354,0
lstm,19,0.09302325581395354,0
lstm,0,0.4941121928604544,1
lstm,1,0.4941121928604544,1
lstm,2,0.44955137971897746,1
lstm,3,0.4795534665099882,1
lstm,4,0.48881789137380194,1
lstm,5,0.5757303370786517,1
lstm,6,0.5507082152974505,1
lstm,7,0.5752427184466019,1
lstm,8,0.7895927601809954,1
lstm,0,0.4600350940884613,2
lstm,1,0.4600350940884613,2
lstm,2,0.4535652173913044,2
lstm,3,0.5372137404580153,2
lstm,4,0.4128654970760234,2
lstm,0,0.4845605700712589,3
lstm,1,0.4845605700712589,3
lstm,2,0.47824911829658195,3
lstm,3,0.45114098155673643,3
lstm,4,0.4340360583802346,3
lstm,5,0.4088264906589104,3
lstm,6,0.42584434654919234,3
lstm,7,0.39419642857142856,3
lstm,0,0.4674195553295477,4
lstm,1,0.4674195553295477,4
lstm,2,0.5058608851637645,4
lstm,3,0.5046740445831944,4
lstm,4,0.46670675486069346,4
lstm,5,0.4533433133732535,4
lstm,6,0.449343339587242,4
lstm,7,0.3767242746155066,4
lstm,8,0.33375527426160334,4
lstm,9,0.3517006802721088,4
lstm,10,0.3517006802721088,4
lstm,11,0.28105726872246695,4
lstm,12,0.34054487179487186,4
lstm,13,0.12865497076023397,4
lstm,14,0.02244389027431426,4
lstm,0,0.5461840935146197,5
lstm,1,0.5461840935146197,5
lstm,2,0.5277662660588479,5
lstm,3,0.5336801628590816,5
lstm,4,0.551132108972726,5
lstm,5,0.5541933726215569,5
lstm,6,0.5642076237450725,5
lstm,7,0.5841570077508356,5
lstm,8,0.5751604982101122,5
lstm,9,0.6015322580645162,5
lstm,10,0.5662342408185639,5
lstm,11,0.5930339138405133,5
lstm,12,0.5830942622950819,5
lstm,13,0.6007737879337444,5
lstm,14,0.5743159203980099,5
lstm,15,0.568840579710145,5
lstm,16,0.5788502109704641,5
lstm,17,0.5272727272727273,5
lstm,18,0.5413043478260869,5
lstm,19,0.5422885572139303,5
lstm,0,0.5188603086664028,6
