algorithm,n,score,fold
lstm,1,0.5188603086664028,6
lstm,2,0.4914923377242195,6
lstm,3,0.5095804505640571,6
lstm,4,0.49191607344849,6
lstm,5,0.5051053492446019,6
lstm,6,0.5084623334481647,6
lstm,7,0.5223154522853318,6
lstm,8,0.5225027767493522,6
lstm,9,0.5297677377207007,6
lstm,10,0.5312947201928147,6
lstm,11,0.5356877244427445,6
lstm,12,0.5381512605042016,6
lstm,13,0.5334577114427861,6
lstm,14,0.524267658393295,6
lstm,15,0.52921354899203,6
lstm,16,0.52921354899203,6
lstm,17,0.52921354899203,6
lstm,18,0.5309212912586144,6
lstm,19,0.5337390761548065,6
lstm,0,0.5496059603539633,7
lstm,1,0.5496059603539633,7
lstm,2,0.5583705547826512,7
lstm,3,0.5553115892850014,7
lstm,4,0.5319399350649351,7
lstm,5,0.5673978889398806,7
lstm,6,0.5922532007538832,7
lstm,7,0.5487626546681665,7
lstm,8,0.5640725385321391,7
lstm,9,0.5948526359485263,7
lstm,10,0.5636310321715817,7
lstm,11,0.5762446297700279,7
lstm,12,0.5657925961082106,7
lstm,13,0.5675018698578908,7
lstm,14,0.5675018698578908,7
lstm,15,0.5675018698578908,7
lstm,16,0.5304425064599483,7
lstm,17,0.5232634032634034,7
lstm,18,0.5232634032634034,7
lstm,19,0.5232634032634034,7
lstm,0,0.5759824772409476,8
lstm,1,0.5759824772409476,8
lstm,2,0.5765657040328094,8
lstm,3,0.5862841650990372,8
lstm,4,0.5772831780795942,8
lstm,5,0.5576652869023658,8
lstm,6,0.6041666666666667,8
lstm,7,0.6026551982049364,8
lstm,8,0.6063550420168067,8
lstm,9,0.632785763175907,8
lstm,10,0.632785763175907,8
lstm,11,0.6209973232873995,8
lstm,12,0.6393736017897091,8
lstm,13,0.6175508720930233,8
lstm,14,0.6416119538148064,8
lstm,15,0.6631823461091754,8
lstm,16,0.6631823461091754,8
lstm,17,0.6631823461091754,8
lstm,18,0.6631823461091754,8
lstm,19,0.6631823461091754,8
lstm,0,0.48516579406631755,9
lstm,1,0.48516579406631755,9
lstm,2,0.48516579406631755,9
lstm,3,0.48516579406631755,9
lstm,4,0.49727672909050213,9
lstm,5,0.521860465116279,9
lstm,6,0.5631618195376584,9
lstm,7,0.5950218023255813,9
lstm,8,0.5950218023255813,9
lstm,9,0.5868236359520036,9
lstm,10,0.5868236359520036,9
lstm,11,0.5868236359520036,9
lstm,12,0.5641695702671312,9
lstm,13,0.5641695702671312,9
lstm,14,0.5641695702671312,9
lstm,15,0.5641695702671312,9
lstm,16,0.5214700193423598,9
lstm,17,0.5214700193423598,9
lstm,18,0.5214700193423598,9
lstm,19,0.5214700193423598,9
