0::5,0,hmm,0.63303,0.54805
0::6,0,hmm,0.6107,0.51245
1::5,1,hmm,0.64311,0.56977
1::6,1,hmm,0.62601,0.5864
2::5,2,hmm,0.50091,0.57497
2::6,2,hmm,0.50174,0.50839
3::5,3,hmm,0.61349,0.59105
3::6,3,hmm,0.59279,0.58857
4::5,4,hmm,0.64972,0.62639
4::6,4,hmm,0.63804,0.59097
5::5,5,hmm,0.61917,0.6222
5::6,5,hmm,0.60573,0.59765
6::5,6,hmm,0.58257,0.59189
6::6,6,hmm,0.59979,0.57468
7::5,7,hmm,0.56852,0.54093
7::6,7,hmm,0.59657,0.56177
8::5,8,hmm,0.52211,0.54007
8::6,8,hmm,0.5934,0.54005
9::5,9,hmm,0.58237,0.60156
9::6,9,hmm,0.5848,0.58698
