0_128_10_False,0,lstm,0.53091,0.63234
0_128_10_True,0,lstm,0.53354,0.53189
0_128_20_False,0,lstm,0.51148,0.5092
0_128_20_True,0,lstm,0.53378,0.55359
0_128_30_False,0,lstm,0.60502,0.62066
0_128_30_True,0,lstm,0.58995,0.63754
0_32_10_False,0,lstm,0.61835,0.616
0_32_10_True,0,lstm,0.57938,0.62318
0_32_20_False,0,lstm,0.56868,0.62195
0_32_20_True,0,lstm,0.49944,0.51791
0_32_30_False,0,lstm,0.52586,0.4555
0_32_30_True,0,lstm,0.56388,0.60431
0_64_10_False,0,lstm,0.60294,0.53449
0_64_10_True,0,lstm,0.60658,0.64403
0_64_20_False,0,lstm,0.53402,0.49225
0_64_20_True,0,lstm,0.53748,0.45894
0_64_30_False,0,lstm,0.50405,0.47758
0_64_30_True,0,lstm,0.57891,0.58964
1_128_10_False,1,lstm,0.49673,0.53946
1_128_10_True,1,lstm,0.5174,0.56479
1_128_20_False,1,lstm,0.55525,0.50899
1_128_20_True,1,lstm,0.60312,0.53574
1_128_30_False,1,lstm,0.56597,0.50598
1_128_30_True,1,lstm,0.57583,0.48975
1_32_10_False,1,lstm,0.47629,0.48791
1_32_10_True,1,lstm,0.51475,0.41176
1_32_20_False,1,lstm,0.50885,0.51829
1_32_20_True,1,lstm,0.5198,0.56551
1_32_30_False,1,lstm,0.54605,0.586
1_32_30_True,1,lstm,0.48855,0.57183
1_64_10_False,1,lstm,0.48792,0.58413
1_64_10_True,1,lstm,0.54045,0.50453
1_64_20_False,1,lstm,0.55997,0.49049
1_64_20_True,1,lstm,0.44712,0.48776
1_64_30_False,1,lstm,0.58237,0.56109
1_64_30_True,1,lstm,0.50641,0.52238
2_128_10_False,2,lstm,0.51364,0.64845
2_128_10_True,2,lstm,0.54016,0.5567
2_128_20_False,2,lstm,0.50923,0.63751
2_128_20_True,2,lstm,0.54911,0.61076
2_128_30_False,2,lstm,0.59483,0.64205
2_128_30_True,2,lstm,0.51331,0.64696
2_32_10_False,2,lstm,0.46008,0.59379
2_32_10_True,2,lstm,0.48841,0.59648
2_32_20_False,2,lstm,0.49082,0.60278
2_32_20_True,2,lstm,0.50942,0.62146
2_32_30_False,2,lstm,0.48534,0.60519
2_32_30_True,2,lstm,0.51826,0.58303
2_64_10_False,2,lstm,0.52755,0.58911
2_64_10_True,2,lstm,0.48609,0.59652
2_64_20_False,2,lstm,0.50287,0.58813
2_64_20_True,2,lstm,0.46141,0.57886
2_64_30_False,2,lstm,0.47612,0.56755
2_64_30_True,2,lstm,0.48889,0.63162
3_128_10_False,3,lstm,0.51002,0.53948
3_128_10_True,3,lstm,0.56152,0.57034
3_128_20_False,3,lstm,0.566,0.54523
3_128_20_True,3,lstm,0.50905,0.55494
3_128_30_False,3,lstm,0.53122,0.53455
3_128_30_True,3,lstm,0.50833,0.55255
3_32_10_False,3,lstm,0.5706,0.52638
3_32_10_True,3,lstm,0.56082,0.52575
3_32_20_False,3,lstm,0.56807,0.58822
3_32_20_True,3,lstm,0.53991,0.52317
