2::150::0.8::15,2,xg,0.61571,0.61467
2::150::0.8::3,2,xg,0.64006,0.58556
2::150::1.0::10,2,xg,0.52902,0.59907
2::150::1.0::15,2,xg,0.4992,0.54585
2::150::1.0::3,2,xg,0.58748,0.56493
2::50::0.8::10,2,xg,0.50815,0.53598
2::50::0.8::15,2,xg,0.50815,0.53598
2::50::0.8::3,2,xg,0.50815,0.53598
2::50::1.0::10,2,xg,0.50815,0.53598
2::50::1.0::15,2,xg,0.50815,0.53598
2::50::1.0::3,2,xg,0.50815,0.53598
3::100::0.8::10,3,xg,0.54887,0.59062
3::100::0.8::15,3,xg,0.54926,0.59199
3::100::0.8::3,3,xg,0.54282,0.59554
3::100::1.0::10,3,xg,0.51422,0.5223
3::100::1.0::15,3,xg,0.51422,0.5223
3::100::1.0::3,3,xg,0.51422,0.5223
3::150::0.8::10,3,xg,0.65508,0.63009
3::150::0.8::15,3,xg,0.66685,0.63644
3::150::0.8::3,3,xg,0.58725,0.55958
3::150::1.0::10,3,xg,0.70969,0.72326
3::150::1.0::15,3,xg,0.70365,0.71586
3::150::1.0::3,3,xg,0.59264,0.56368
3::50::0.8::10,3,xg,0.51422,0.5223
3::50::0.8::15,3,xg,0.51422,0.5223
3::50::0.8::3,3,xg,0.51422,0.5223
3::50::1.0::10,3,xg,0.51422,0.5223
3::50::1.0::15,3,xg,0.51422,0.5223
3::50::1.0::3,3,xg,0.51417,0.52222
4::100::0.8::10,4,xg,0.57063,0.54044
4::100::0.8::15,4,xg,0.56762,0.53979
4::100::0.8::3,4,xg,0.48624,0.55645
4::100::1.0::10,4,xg,0.53107,0.52208
4::100::1.0::15,4,xg,0.53107,0.52207
4::100::1.0::3,4,xg,0.43016,0.47881
4::150::0.8::10,4,xg,0.60031,0.58587
4::150::0.8::15,4,xg,0.60032,0.58434
4::150::0.8::3,4,xg,0.60133,0.59413
4::150::1.0::10,4,xg,0.56451,0.50117
4::150::1.0::15,4,xg,0.5628,0.49576
4::150::1.0::3,4,xg,0.5374,0.55973
4::50::0.8::10,4,xg,0.49946,0.49842
4::50::0.8::15,4,xg,0.49946,0.49842
4::50::0.8::3,4,xg,0.49946,0.49842
4::50::1.0::10,4,xg,0.50036,0.50106
4::50::1.0::15,4,xg,0.50036,0.50106
4::50::1.0::3,4,xg,0.49946,0.49842
5::100::0.8::10,5,xg,0.54351,0.57151
5::100::0.8::15,5,xg,0.54347,0.57001
5::100::0.8::3,5,xg,0.55337,0.55261
5::100::1.0::10,5,xg,0.5381,0.57184
5::100::1.0::15,5,xg,0.5258,0.55163
5::100::1.0::3,5,xg,0.55134,0.58169
5::150::0.8::10,5,xg,0.57497,0.61036
5::150::0.8::15,5,xg,0.58819,0.63544
5::150::0.8::3,5,xg,0.57759,0.58528
5::150::1.0::10,5,xg,0.56175,0.57745
5::150::1.0::15,5,xg,0.55578,0.56294
5::150::1.0::3,5,xg,0.56578,0.58011
5::50::0.8::10,5,xg,0.52873,0.57929
5::50::0.8::15,5,xg,0.52873,0.57929
5::50::0.8::3,5,xg,0.52041,0.55924
5::50::1.0::10,5,xg,0.53191,0.56954
5::50::1.0::15,5,xg,0.53191,0.56954
5::50::1.0::3,5,xg,0.53624,0.56782
6::100::0.8::10,6,xg,0.61259,0.59298
6::100::0.8::15,6,xg,0.59704,0.58646
6::100::0.8::3,6,xg,0.61304,0.60552
6::100::1.0::10,6,xg,0.54105,0.52884
6::100::1.0::15,6,xg,0.51632,0.47224
6::100::1.0::3,6,xg,0.59208,0.60646
6::150::0.8::10,6,xg,0.5916,0.57016
6::150::0.8::15,6,xg,0.60307,0.59101
6::150::0.8::3,6,xg,0.60073,0.57582
6::150::1.0::10,6,xg,0.57765,0.56309
6::150::1.0::15,6,xg,0.57001,0.55473
6::150::1.0::3,6,xg,0.61139,0.60411
6::50::0.8::10,6,xg,0.55914,0.61636
6::50::0.8::15,6,xg,0.55915,0.61637
6::50::0.8::3,6,xg,0.56842,0.6152
6::50::1.0::10,6,xg,0.53737,0.59606
6::50::1.0::15,6,xg,0.53919,0.59857
6::50::1.0::3,6,xg,0.53977,0.60252
7::100::0.8::10,7,xg,0.59374,0.57992
7::100::0.8::15,7,xg,0.58302,0.5408
7::100::0.8::3,7,xg,0.56195,0.5407
7::100::1.0::10,7,xg,0.54389,0.54041
7::100::1.0::15,7,xg,0.54389,0.54041
7::100::1.0::3,7,xg,0.54695,0.55506
7::150::0.8::10,7,xg,0.57959,0.57783
7::150::0.8::15,7,xg,0.58622,0.58659
7::150::0.8::3,7,xg,0.56915,0.53805
7::150::1.0::10,7,xg,0.58408,0.61833
7::150::1.0::15,7,xg,0.57062,0.60127
7::150::1.0::3,7,xg,0.55557,0.5539
7::50::0.8::10,7,xg,0.47332,0.50016
7::50::0.8::15,7,xg,0.47332,0.50016
7::50::0.8::3,7,xg,0.47221,0.49848
7::50::1.0::10,7,xg,0.47599,0.49741
7::50::1.0::15,7,xg,0.47599,0.49741
7::50::1.0::3,7,xg,0.47595,0.49708
8::100::0.8::10,8,xg,0.52411,0.64858
8::100::0.8::15,8,xg,0.53761,0.66364
8::100::0.8::3,8,xg,0.44436,0.51172
8::100::1.0::10,8,xg,0.48206,0.52661
8::100::1.0::15,8,xg,0.48677,0.53791
8::100::1.0::3,8,xg,0.48261,0.5255
8::150::0.8::10,8,xg,0.54532,0.59967
8::150::0.8::15,8,xg,0.5441,0.6161
8::150::0.8::3,8,xg,0.50993,0.52905
8::150::1.0::10,8,xg,0.58355,0.56991
8::150::1.0::15,8,xg,0.57167,0.55414
8::150::1.0::3,8,xg,0.50654,0.54925
8::50::0.8::10,8,xg,0.4833,0.50253
8::50::0.8::15,8,xg,0.4833,0.50253
8::50::0.8::3,8,xg,0.4833,0.50253
8::50::1.0::10,8,xg,0.48335,0.5026
8::50::1.0::15,8,xg,0.48335,0.5026
8::50::1.0::3,8,xg,0.48335,0.5026
9::100::0.8::10,9,xg,0.61096,0.62611
9::100::0.8::15,9,xg,0.6034,0.61718
9::100::0.8::3,9,xg,0.63091,0.62546
9::100::1.0::10,9,xg,0.55426,0.54182
9::100::1.0::15,9,xg,0.54853,0.53418
9::100::1.0::3,9,xg,0.55371,0.54084
9::150::0.8::10,9,xg,0.62636,0.64913
9::150::0.8::15,9,xg,0.60194,0.63983
9::150::0.8::3,9,xg,0.63944,0.65481
9::150::1.0::10,9,xg,0.52583,0.53443
9::150::1.0::15,9,xg,0.58845,0.59634
9::150::1.0::3,9,xg,0.58144,0.62396
9::50::0.8::10,9,xg,0.49707,0.49129
9::50::0.8::15,9,xg,0.49707,0.49129
9::50::0.8::3,9,xg,0.49707,0.49129
9::50::1.0::10,9,xg,0.49707,0.49129
9::50::1.0::15,9,xg,0.49707,0.49129
9::50::1.0::3,9,xg,0.49707,0.49129
